raw_phrase,normalized_phrase_conservative,source_stage,source_query_id,source_file,evidence_type,observed_count,seed_total_count,region,device,marketplace_scope,task_family_primary,task_family_secondary,intent_class,fit_class,contamination_flags,capability_state,observed_vs_inferred,lineage_notes,reconciliation_reason
инфографика для маркетплейсов с помощью ии обучение,инфографика для маркетплейсов с помощью ии обучение,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,DIRECT_RESULT,6,3381,225,DEVICE_ALL,GENERIC_MARKETPLACE,F10,F1,broad_ai_marketplace,NOISE,HUMAN_PROFESSION_OR_TRAINING;AI_CREATIVE_GENERATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
ии для редактирования фото для маркетплейсов бесплатно,ии для редактирования фото для маркетплейсов бесплатно,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,DIRECT_RESULT,5,3381,225,DEVICE_ALL,GENERIC_MARKETPLACE,F10,F1,broad_ai_marketplace,BOUNDARY,AI_CREATIVE_GENERATION,UNKNOWN,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
сделать карточку для маркетплейса онлайн ии,сделать карточку для маркетплейса онлайн ии,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,DIRECT_RESULT,5,3381,225,DEVICE_ALL,GENERIC_MARKETPLACE,F5,,product_card_work,BOUNDARY,PURE_CARD_GENERATOR,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
ии для создания видео для маркетплейсов,ии для создания видео для маркетплейсов,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,DIRECT_RESULT,5,3381,225,DEVICE_ALL,GENERIC_MARKETPLACE,F10,F1,broad_ai_marketplace,BOUNDARY,AI_CREATIVE_GENERATION,UNKNOWN,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
а маркет,а маркет,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,ASSOCIATION,25495,3381,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
at store,at store,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,ASSOCIATION,9950,3381,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
ю маркет,ю маркет,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,ASSOCIATION,2487,3381,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
маркет гуру,маркет гуру,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,ASSOCIATION,2697,3381,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,SERVICE_BRAND_NAVIGATION;GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
a market,a market,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,ASSOCIATION,19232,3381,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
рбх маркет,рбх маркет,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,ASSOCIATION,1355,3381,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
дом маркет,дом маркет,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,ASSOCIATION,10771,3381,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
тм маркет,тм маркет,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,ASSOCIATION,1877,3381,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
izt market,izt market,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,ASSOCIATION,984,3381,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
тв маркет,тв маркет,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,ASSOCIATION,5718,3381,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
ай маркет,ай маркет,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,ASSOCIATION,4095,3381,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
узум маркет,узум маркет,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,ASSOCIATION,2233,3381,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
арз маркет,арз маркет,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,ASSOCIATION,2654,3381,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
изт маркет,изт маркет,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,ASSOCIATION,893,3381,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
маркет маркета спб,маркет маркета спб,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,ASSOCIATION,16412,3381,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
изи маркет,изи маркет,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,ASSOCIATION,910,3381,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
ян маркет,ян маркет,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,ASSOCIATION,1295,3381,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
би про маркет,би про маркет,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,ASSOCIATION,737,3381,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
ам маркет,ам маркет,B01,B01-01,docs/seo/wordstat/raw/B01_01_2026-09-16.md,ASSOCIATION,1644,3381,225,DEVICE_ALL,UNSPECIFIED,F10,,broad_or_noise,NOISE,GENERIC_ENTITY_ASSOCIATION,NOT_APPLICABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved association with independent conservative classification.
нейросеть для маркетплейсов,нейросеть для маркетплейсов,B01,B01-02,docs/seo/wordstat/raw/B01_02_2026-09-16.md,TESTED_SEED,,,225,DEVICE_ALL,GENERIC_MARKETPLACE,F10,F1,broad_ai_marketplace,BOUNDARY,,UNKNOWN,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved tested_seed with independent conservative classification.
нейросеть для маркетплейсов,нейросеть для маркетплейсов,B01,B01-02,docs/seo/wordstat/raw/B01_02_2026-09-16.md,DIRECT_RESULT,3451,,225,DEVICE_ALL,GENERIC_MARKETPLACE,F10,F1,broad_ai_marketplace,BOUNDARY,,UNKNOWN,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
нейросеть для карточек маркетплейса,нейросеть для карточек маркетплейса,B01,B01-02,docs/seo/wordstat/raw/B01_02_2026-09-16.md,DIRECT_RESULT,2440,,225,DEVICE_ALL,GENERIC_MARKETPLACE,F5,,product_card_work,ADJACENT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
для создания маркетплейсов нейросеть,для создания маркетплейсов нейросеть,B01,B01-02,docs/seo/wordstat/raw/B01_02_2026-09-16.md,DIRECT_RESULT,1405,,225,DEVICE_ALL,GENERIC_MARKETPLACE,F10,F1,broad_ai_marketplace,BOUNDARY,,UNKNOWN,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
нейросеть для создания карточек для маркетплейсов,нейросеть для создания карточек для маркетплейсов,B01,B01-02,docs/seo/wordstat/raw/B01_02_2026-09-16.md,DIRECT_RESULT,1263,,225,DEVICE_ALL,GENERIC_MARKETPLACE,F5,,product_card_work,ADJACENT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
бесплатная нейросеть для маркетплейсов,бесплатная нейросеть для маркетплейсов,B01,B01-02,docs/seo/wordstat/raw/B01_02_2026-09-16.md,DIRECT_RESULT,985,,225,DEVICE_ALL,GENERIC_MARKETPLACE,F10,F1,broad_ai_marketplace,BOUNDARY,,UNKNOWN,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
карточка для маркетплейса нейросеть бесплатно,карточка для маркетплейса нейросеть бесплатно,B01,B01-02,docs/seo/wordstat/raw/B01_02_2026-09-16.md,DIRECT_RESULT,723,,225,DEVICE_ALL,GENERIC_MARKETPLACE,F5,,product_card_work,ADJACENT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
нейросеть помощь для маркетплейсов,нейросеть помощь для маркетплейсов,B01,B01-02,docs/seo/wordstat/raw/B01_02_2026-09-16.md,DIRECT_RESULT,517,,225,DEVICE_ALL,GENERIC_MARKETPLACE,F10,F1,broad_ai_marketplace,BOUNDARY,,UNKNOWN,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
карточки для маркетплейсов с помощью нейросети,карточки для маркетплейсов с помощью нейросети,B01,B01-02,docs/seo/wordstat/raw/B01_02_2026-09-16.md,DIRECT_RESULT,471,,225,DEVICE_ALL,GENERIC_MARKETPLACE,F5,,product_card_work,ADJACENT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
нейросети для маркетплейсов бесплатно создание,нейросети для маркетплейсов бесплатно создание,B01,B01-02,docs/seo/wordstat/raw/B01_02_2026-09-16.md,DIRECT_RESULT,462,,225,DEVICE_ALL,GENERIC_MARKETPLACE,F10,F1,broad_ai_marketplace,BOUNDARY,,UNKNOWN,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
инфографика для маркетплейсов нейросеть,инфографика для маркетплейсов нейросеть,B01,B01-02,docs/seo/wordstat/raw/B01_02_2026-09-16.md,DIRECT_RESULT,440,,225,DEVICE_ALL,GENERIC_MARKETPLACE,F10,F1,broad_ai_marketplace,BOUNDARY,AI_CREATIVE_GENERATION,UNKNOWN,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
нейросети для создания карточек для маркетплейса бесплатно,нейросети для создания карточек для маркетплейса бесплатно,B01,B01-02,docs/seo/wordstat/raw/B01_02_2026-09-16.md,DIRECT_RESULT,417,,225,DEVICE_ALL,GENERIC_MARKETPLACE,F5,,product_card_work,ADJACENT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
генерация карточек для маркетплейса нейросеть,генерация карточек для маркетплейса нейросеть,B01,B01-02,docs/seo/wordstat/raw/B01_02_2026-09-16.md,DIRECT_RESULT,321,,225,DEVICE_ALL,GENERIC_MARKETPLACE,F5,,product_card_work,ADJACENT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
создание карточек для маркетплейсов с помощью нейросети,создание карточек для маркетплейсов с помощью нейросети,B01,B01-02,docs/seo/wordstat/raw/B01_02_2026-09-16.md,DIRECT_RESULT,309,,225,DEVICE_ALL,GENERIC_MARKETPLACE,F5,,product_card_work,ADJACENT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
нейросеть фото для маркетплейсов,нейросеть фото для маркетплейсов,B01,B01-02,docs/seo/wordstat/raw/B01_02_2026-09-16.md,DIRECT_RESULT,177,,225,DEVICE_ALL,GENERIC_MARKETPLACE,F10,F1,broad_ai_marketplace,BOUNDARY,AI_CREATIVE_GENERATION,UNKNOWN,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
нейросеть для инфографики маркетплейса бесплатно,нейросеть для инфографики маркетплейса бесплатно,B01,B01-02,docs/seo/wordstat/raw/B01_02_2026-09-16.md,DIRECT_RESULT,148,,225,DEVICE_ALL,GENERIC_MARKETPLACE,F10,F1,broad_ai_marketplace,BOUNDARY,AI_CREATIVE_GENERATION,UNKNOWN,OBSERVED_WORDSTAT,Historical B01 durable transcription,Preserved direct_result with independent conservative classification.
